"name","ref","id","address/name","address/street","address/street2","address/zip","address/city","address/country_id.id","address/phone","address/fax","address/email","property_payment_term.id","credit_limit","x_nif","x_stat","x_cif","customer","supplier"
"SOCIETE NY AVOTRA","C22670","C22670","MME IRIJY","LOT I V L 176 N ANOSIVAVAKA","AMBOHIMANARINA BP 8138","101","ANTANANARIVO",135,"23 317 12/ 431 44","0320700952/0320217379",,5,0,"105002369",,,"TRUE","FALSE"
"SOPRAMAD","C22671","C22671","M.","LOT MS45 AMBATOSOA MASINANDRIANA IL","ILAFY","101","ANTANANARIVO",135,"2203724/0330715271","2204724","sopramad@moov.mg",5,5000000,,,,"TRUE","FALSE"
"QUINCAILLERIE MAHARO","C22672","C22672","M. MAMY","LOT I V E 97 BIS","SOARANO","101","ANTANANARIVO",135,"22 696 17","22 247 33",,5,3000000,,,,"TRUE","FALSE"
"QUINC MANDROSO","C22673","C22673",,"101 RUE REFOTAKA TSARALALANA",,,"ANTANANARIVO",135,,,,5,5000000,,,,"TRUE","FALSE"
"ENTREPRISE FANEVA","C22674","C22674","MME ROTA","10, RESIDENCE DES PROFESSEURS","MANAKAMBAHINY",,,135,"0320456927/ 2221236",,,5,2000000,,,,"TRUE","FALSE"
"MME AMODALY","C22675","C22675",,,,,,135,"331204700",,,5,3000000,,,,"TRUE","FALSE"
"UCOTEX","C22676","C22676",,"33 RAINIZANA BOLOLONA ANTANIMENA",,,"ANTANANARIVO",135,,,,5,3000000,"7702846",,,"TRUE","FALSE"
"MR RADJAN ","C22677","C22677",,,,,,135,,,,5,20000000,,,,"TRUE","FALSE"
"MINISTERE INTERIEUR ET AMENAGEMENT","C22678","C22678","MME TANTELY","ANOSY",,,,135,,,,5,0,,,,"TRUE","FALSE"
"MR AKBARALY HANIF","C22679","C22679",,,,,,135,,,,5,0,"10 50 00783",,,"TRUE","FALSE"
"DROGEMAD","C22680","C22680","MR NICOLAS","BP 125 OUEST AMBOHIJANAHARY","TANA 101",,,135,"22 412 45/ 2241747","22 412 47",,5,1500000,"54 331 813",,,"TRUE","FALSE"
"CELTO SARL","C22681","C22681","MR EMILE","ANKADIKELY ILAFY",,,,135,"22 439 76",,,5,0,"27441813",,,"TRUE","FALSE"
"LEONG BTP MULTISERVICES","C22682","C22682",,"LOT IVL 240D ANOSIVAVAKA",,,,135,"2203740/0320703740","2304740",,5,20000000,"4715051",,,"TRUE","FALSE"
"COMETAN SARL","C22683","C22683",,"Lot IIIX 375 MB Avenue Chirac ANOSI","ANTANANARIVO",,,135,"032/033/0341141/",,"cometansarl@yahoo.fr",5,5000000,"3000055420","52251 11 2006 0 10510","0122887/DGI/B du 09/08/10","TRUE","FALSE"
"ENTREPRISE NY HAVANA","C22684","C22684",,,,,,135,,,,5,10000000,,,,"TRUE","FALSE"
"SOCIETE APMA","C22685","C22685","MR TSOU","ZONE ZITAL ANDRAHARO",,,,135,"2258122/0340710900/19","2233933","apma@apma.mg",5,3000000,"105000783","51216111980000 0 06  ","2002B00443","TRUE","FALSE"
"LE BEFORE","C22686","C22686",,,,,,135,"341685289",,,5,0,"51367 11 2008 0 11152",,,"TRUE","FALSE"
"SOCIETE CREBAT","C22687","C22687","MR MAMI",,,,,135,"0340136780/0340409204",,,5,8000000,"21191813",,,"TRUE","FALSE"
"ENTREPRISE DESAH","C22688","C22688","DESCREAUX FRANCISCO","LOT 1473/4 67HA",,,,135,"0325538104/0341850349",,"sitma@moov.mg",5,12000000,"105017258",".51106111963000003  ",";0005778DGI-A DU 16/07/08","TRUE","FALSE"
"TRANSPORT NOMENA","C22689","C22689",,,,,,135,,,,5,10000000,"105000791",,,"TRUE","FALSE"
"MR RAKOTOARISON (AXIUS)","C22690","C22690",,,,,,135,"3414130001",,,5,5000000,"4073329",,,"TRUE","FALSE"
"ETRAD ENT DES TRAVAUX ROUTIERS ET D","C22691","C22691",,"LOT AVB 189 AVARABOHTRA ITAOSY",,,,135,,,,5,3000000,,,,"TRUE","FALSE"
"TECHNICAL PROFESSIONAL SERVICES EUR","C22692","C22692","MR D'HONEUR","16 RUE DE RUSSIEISORAKA-ANTANANARIV",,,,135,"325205968",,,5,6000000,"5547160",".535269  ",,"TRUE","FALSE"
"ENTREPRISE JJ SARL","C22693","C22693",,"LOT II 101 CITE PLANTON",,,,135,"2226682/0320557450",,"entreprisejj@yahoo.fr",5,5000000000,"21191813","45212 11 2006 010587  ","0024210 DGI-A","TRUE","FALSE"
"SICOCEAN","C22694","C22694","MME REMANALY MOUNIRA","55, Rue Dr RASETA ANTANIMENA",,,,135,"22 204 11 / 22 249 30","22 323 84",,5,5000000,"3000034567","51238 11 2006 0 10591",,"TRUE","FALSE"
"ENTREPRISE MAHEFA","C22695","C22695",,"LOT MB 393 MAHABO ANDOHARANFOTSY",,,,135,"330820007",,,5,0,,,,"TRUE","FALSE"
"ENTREPRISE MIARINA","C22696","C22696","MR NOMENA","LOT II K 36DA SOAWIMASOANDRO",,,,135,"340109014",,,5,5000000,,,,"TRUE","FALSE"
"MR FERIDE MADAFOAM","C22697","C22697",,,,,,135,,,,5,25000000,"105001747",".51235111990000070  ","0002802 DGI-B","TRUE","FALSE"
"MATERCO","C22698","C22698","M. SYLVAIN","LOT O 61G AMBOHIBAO","ANTEHIROKA",,"ANTANANARIVO",135,"22 457 46",,,5,20000000,"105000741",,,"TRUE","FALSE"
"RIPPLE FISH M/CAR","C22699","C22699","MR RAKOTOARISOA SOAVA","2EME ETAGE IMMEUBLE ASSIST CALDWELL",,,,135,"2243256",,"srakotondrasoa@ripplefish.mu",5,10000000,"105019145","05021 11 2001 0 10182  ",,"TRUE","FALSE"
"TES","C22700","C22700","MR CORNEIL",,,,,135,,,,5,1500000,"101131213",,,"TRUE","FALSE"
"TWINS SARL","C22701","C22701","MR RATOVO","LOT III B 54 BIS",,,,135,"2434980/0331240034",,"sopramad@moov.mg",5,3000000,"105005512",".01440111987000103  ",".0002866DGI-A","TRUE","FALSE"
"SNID (MR ANDY)","C22702","C22702","MR ANDY NIRINA","58 ROUTE CIRCULAIRE 1ER ETAGE AMPAD",,,,135,"2453645/0331185413",,,5,30000000,"12740735",".52118111993001801  ",,"TRUE","FALSE"
"JCC 2","C22703","C22703","CHRISTIAN SCHER","11 RUE RADAMA 1ER TSARALALANA",,,,135,"324442996",,"immo.conseil@moov.mg",5,40000000,"33 331 813","7020111 2007 0 10 756  ",,"TRUE","FALSE"
"AIR MADAGASCAR","C22704","C22704",,"31 AV DE L'INDEPENDANCE",,,,135,"22 222 22","22 337 60","dga@airmadagascar.com",5,5000000,,,,"TRUE","FALSE"
"ENTREPRISE MAZOTO","C22705","C22705",,"Lgt 130 cit? des 67 Ha Sud","034 01 192 06 ? 22 357 89",,,135,"032 04 292 79 ?",,,5,30000000,,,,"TRUE","FALSE"
"ETS RAOBELINA HERITIANA","C22706","C22706",,"CIV 86 BIS MAHAZO SOAMANADRARINY",,,,135,"034041999/0331294293",,,5,10000000,"11861339 DU 08/06/07",,,"TRUE","FALSE"
"MR MOUNAVARALY MICHEL","C22707","C22707",,,,,,135,,,,5,5000000,,,,"TRUE","FALSE"
"MR RAKOTOZAKA","C22708","C22708",,,,,,135,,,,5,10000000,,,,"TRUE","FALSE"
"MME SYLVIA RASENDRA","C22709","C22709",,,,,,135,,,,5,30000000,"53 736 724",,,"TRUE","FALSE"
"CO ENTEPRISE DSM","C22710","C22710",,,,,,135,,,"sammingdannymarc@yahoo.fr",5,30000000,".",".",,"TRUE","FALSE"
"MR RABENARIVO FENO LAZA","C22711","C22711",,,,,,135,,,,5,150000000,,,,"TRUE","FALSE"
"TRANSPORT ZL","C22712","C22712",,"LOT IVM AMBODIVONA",,,,135,"320540470",,,5,0,,,,"TRUE","FALSE"
"SECUREX","C22713","C22713",,,,,,135,,,,5,3000000,"107011765",".52251112006010510  ",".0007107DGI-A","TRUE","FALSE"
"QUINCAILLERIE AU DETAIL","C22714","C22714","RAJOHANES","ABOHIDAHY BEMASOANDRO/LOT IPA 50",,,,135,,,,5,10000000,,,,"TRUE","FALSE"
"SOCIETE HYCCO","C22715","C22715",,"LOT 386 CITE CIVILE AMPOHIPO",,"101","ANTANANARIVO",135,"320235046",,"hyco@moov.mg",5,5000000,,,,"TRUE","FALSE"
"SIDEX OI","C22716","C22716",,,,,,135,,,,5,40000000,,,,"TRUE","FALSE"
"MR CROIDIEUX","C22717","C22717",,,,,,135,,,,5,4000000,"5071813",,,"TRUE","FALSE"
"MME RAKOTOARISOA NANCY","C22718","C22718",,,,,,135,,,,5,1500000,"56941813",,,"TRUE","FALSE"
"MR RAKOTONANAHARY","C22719","C22719",,,,,,135,,,,5,35000000,"107004032",,,"TRUE","FALSE"
"MR JULIEN","C22720","C22720",,,,,,135,,,,5,0,"14851746",,,"TRUE","FALSE"
"CCC CONSOLIDATED CONTRACTORS GROUP","C22721","C22721","MR IMAD MANDOUL","IMMEUBLE ASSIST IVANDRY",,,,135,"2243256/0333711094",,,5,35000000,"27 811 813 DU 07/03/09",,,"TRUE","FALSE"
"MR FLORENT","C22722","C22722",,,,,,135,,,,5,10000000,,,,"TRUE","FALSE"
"MADAGASCAR CONSOLIDATED MINING SA","C22723","C22723","mr Jacquis RABARISON","VILLA LA PERVENCHE LOT BONNET FILS","331544200",,,135,"2242528/0320744200","2242526","mcm@moov.mg",5,3000000,"5 071 813","1411 11 2005 0 10081  ",,"TRUE","FALSE"
"CBP","C22724","C22724","MR NIRINA","III K 46G 67HA",,,,135,"324003102",,"cbp@moov.mg",5,3000000,"56941813","2009010538  ","O22278","TRUE","FALSE"
"ENTREPRISE ERS","C22725","C22725","MR MAX","LOT 120D BIS AMBOROMPOTSY",,,,135,"340417032",,,5,5000000,"105000791",".51366111993000053  ","27852800509","TRUE","FALSE"
"ENTREPRISE SOAMA","C22726","C22726",,"LOT 496 A IDOHO MIADANA ALSORA",,,,135,"034 16 574 69",,"soama@moov.mg",5,30000000,"5000049877 du 04/02/2011","45221 11 2009 0 02868","0129958/DGI/B du 17/05/2010","TRUE","FALSE"
"EDENA SARLU","C22727","C22727",,"LOT A30 FOKONTANY AKANY SAMBATRA",,,"TANA",135,"0320719057/0330469999",,"edena@moov.mg",5,1000000,"13 435 751",,,"TRUE","FALSE"
"MME ACIA","C22728","C22728",,,,,,135,,,,5,8000000,,,,"TRUE","FALSE"
"PRIMA","C22729","C22729",,,,,,135,,,,5,3000000,"10700630 2",,,"TRUE","FALSE"
"AIR FRANCE","C22730","C22730","MR HASSANALY ZOUZAR","LOT 92 BIS TAMATAMATY ANTOBY",,"105","TANA",135,"2258929",,,5,3000000,,,,"TRUE","FALSE"
"ESPACE HIGHTECH SARL","C22731","C22731","ASSIM","CITIC BEHORIRIKA",,,,135,"2268146/","2268147",,5,2000000,"107 012 263","52271 11 2006 0 10988","0123133/DGI/B","TRUE","FALSE"
"HBC HOPE BUILDING AND CONSTRUCTION","C22732","C22732","MR RAOILISON","LOT G IV 68Q TER SOAMANADRARINY",,,,135,"0330828687/0330732522",,"hbc@moovmg",5,90000000,,,,"TRUE","FALSE"
"QUINCAILLERIE NY AINA","C22733","C22733","RAZAFINDRABE","LOT F 11 BIS ANDRAISORO",,,,135,"331168066",,,5,10000000,"8571944",,,"TRUE","FALSE"
"ACTUAL TEXTILE","C22734","C22734",,,,,,135,,,,5,0,"266957",,,"TRUE","FALSE"
"SOCIETE FIA","C22735","C22735","TSONG EMILE","LOT 514 ANDRANOTAFAHINA",,,,135,"2245845",,,5,3000000,"1168353",,,"TRUE","FALSE"
"MR DINMAMOD (EUROPACK)","C22736","C22736",,,,,,135,,,,5,0,,,,"TRUE","FALSE"
"ENTREPRISE SEMAF","C22737","C22737","MR LUCIEN","LOT III I 91 SOANIERANO",,,,135,"340229009",,,5,0,"2679880",,,"TRUE","FALSE"
"QUINCAILLERIE MANASOA","C22738","C22738","MME LUCIE",,"AMBOHIMANAGAKELY",,"ANTANANARIVO",135,"032 40 644 56",,,5,0,,,,"TRUE","FALSE"
"ENTREPRISE MIRINDRA","C22739","C22739","M. MAMY",,"AMBOHIJANAKA",,"ANTANANARIVO",135,"032 04 872 52",,,5,0,"9068964",,,"TRUE","FALSE"
"QUINCAILLERIE MALAZA","C22740","C22740","M. NATALY",,"ANDRAVOAHANGY","101","ANTANANARIVO",135,"22 318 81",,,5,0,"123626",,,"TRUE","FALSE"
"QUINCAILLERIE NOMENA","C22741","C22741","M. NOMENA",,"ANDOHARANOFOTSY","101","ANTANANARIVO",135,"033 12 154 31",,,5,5000000,"012513 - 1",,,"TRUE","FALSE"
"PRONATEX","C22742","C22742","M. HASIMBOLA",,"ANKADIVATO","101","ANTANANARIVO",135,"22 231 20",,,5,10000000,"220775",,,"TRUE","FALSE"
"QUINCAILLERIE MORAVIDY","C22743","C22743",,"LOT IG 32 ISOTRY","ISOTRY","101","ANTANANARIVO",135,"22 658 23","22 349 27",,5,20000000,,,,"TRUE","FALSE"
"QUINCAILLERIE MANAMPISOA","C22744","C22744","MME RODINE",,"ANDRONONOBE","101","ANTANANARIVO",135,"033 12 825 47","033 12 259 74",,5,45000000,,,,"TRUE","FALSE"
"TRANOMBAROTRA RAKOTOBE","C22745","C22745","M. RAKOTOBE","LOT 52 TER","AMBOHIDRATRIMO",,"ANTANANARIVO",135,"22 043 12","033 12 024 69",,5,20000000,"10 700 266 8",,,"TRUE","FALSE"
"AQUAMEN","C22746","C22746","MME LUCIE","BATIMENT C1 - VILLAGE DES JEUX","ANKORONDRANO","101","ANTANANARIVO",135,"22 637 01","22 679 60",,5,0,,,,"TRUE","FALSE"
"QUINCAILLERIE GOULAM ABASSE","C22747","C22747","MLE GOULAM ABASSE","LOT IP 13","ISOTRY","101","ANTANANARIVO",135,"22 253 80",,,5,2000000,,,,"TRUE","FALSE"
"TTR HAKIMI","C22748","C22748",,"BP 55",,"614","FORT DAUPHIN",135,"9 221 652","2 221 652","hakimy@moov.mg",5,2000000,"220775","262817  ",,"TRUE","FALSE"
"MAC SIOU TSONG FABRICE","C22749","C22749",,"LOT PN 32 Ter Ankadindratombo",,,,135,"033 12 124 47",,,5,30000000,,,,"TRUE","FALSE"
"MR JAUCE (QIE 2000)","C22750","C22750",,,,,,135,,,,5,0,"441223",,,"TRUE","FALSE"
"REA (REALISATION-ETUDES-AMENAGEMENT","C22751","C22751",,"MAIBAHOAKA LOT XMAA2","BP 118 IVATO AEROPORT",,,135,"22 442 77/0331102857","2410492","rea@simicro.mg",5,200000000,"2402630 DU 16/09/98",,,"TRUE","FALSE"
"CHINA RAILWAY","C22752","C22752","M. YVON","LOT II B 2","AMBODITSIRY","101","ANTANANARIVO",135,"22 528 92/0320225997","22 52893/0320773696",,5,70000000,"107013048",".45211112008010339  ",,"TRUE","FALSE"
"BOULANGERIE YASSINE","C22753","C22753","MR ASHFAK",,,,,135,,,,5,100000000,"10 1453 35",,,"TRUE","FALSE"
"JIANGSU CONSTRUCTION","C22754","C22754","MR VENCENT","IMEUBLE ORCHIDE AMPADRANA OUEST TAN",,,,135,"330553498",,,5,1000000,"000 49756",,,"TRUE","FALSE"
"MR EDDIE","C22755","C22755",,,,,,135,,,,5,60000000,"27 481 813",,,"TRUE","FALSE"
"COMPTOIR TAHERI","C22756","C22756","M. SAIFY","LOT I V E 1 BIS","BEHORIRIKA","101","ANTANANARIVO",135,"22 312 75",,,5,10000000,"107004032",".45212112000000645  ",".0005519 DGI-A","TRUE","FALSE"
"S.E.E.M.","C22757","C22757","M. SAHONDRARISON","LOT III L 31 SOANIERANA","FIADANANA","101","ANTANANARIVO",135,"22 544 38 /0331125038",,"soama@moov.mg",5,40000000,"14851746",".45221112009002868  ",,"TRUE","FALSE"
"TIKO S.A.","C22758","C22758","MR FORTUNAT","ZONE INDUSTRIELLE FORELLO","TANJOMBATO","101","ANTANANARIVO",135,"22 468 77",,,5,25000000,"3054836",,,"TRUE","FALSE"
"ENTREPRISE BCTP","C22759","C22759","M. RANAIVO CHARLES","LOTII A 147 A","NANISANA","101","ANTANANARIVO",135,"22 434 48 / 22 029 61","22 437 25",,5,2000000,"11239358",,,"TRUE","FALSE"
"SOCIETE RAMIMPEX","C22760","C22760","MME AIME","LOT IIIM 19 TER AMBOHIJANAHARY OUES",,"101","ANTANANARIVO",135,"22 310 63","22 233 29",,5,10000000,"6931546",,,"TRUE","FALSE"
"MEGA LIGHT SARL","C22761","C22761","MR MAURICE","LOT GVI 57 AMBANIVATO SOAMANANDRARI",,"101","ANTANANARIVO",135,"032 05 618 17",,,5,0,"10.035.028",,,"TRUE","FALSE"
"ENTREPRISE D S M","C22762","C22762","MR SAM MING","LOT V5 54B BIS AB AMBOLONKANDRINA",,,,135,"320248157",,,5,25000000,"11 010 204 du 24-11-2004",,,"TRUE","FALSE"
"BATIMAT","C22763","C22763","MR FRANCKY - MR IGNACE","5, AVENUE DEL'INDEPENDANCE - ANALAK","BP 3271 - ANALAKELY","101","ANTANANARIVO",135,"22 321 58 /0332300315","22 649 95","hbc@moov.mg",5,0,"6902245",".45212112001002333  ",,"TRUE","FALSE"
"UBP United Basalt Products LTD","C22764","C22764","RANDRIAMASINAVALONA FANO","lot IV D 21 30 rue Emile Ranarivelo",,"TANA",,135,"22 633 27 22 632 91","22 315 95","ubp@ubpmada.mg",5,6000000,"105015256","14102 11 1999 010022  ","0 0 0 2040","TRUE","FALSE"
"QUINCAILLERIE PRINTANIA","C22765","C22765","M. RATSIMBAZAFY","LOT A D 73 ANDOMBONTANY","ANKADIKELY","101","ANTANANARIVO",135,"032 02 133 02","033 02 133 02",,5,500000000,,,,"TRUE","FALSE"
"MAGRO TANJOMBATO","C22766","C22766","Christian","zone industrielle de Forello",,"Tana",,135,"2 246 964",,,5,2000000000,,,,"TRUE","FALSE"
"SWEET CO","C22767","C22767","MR ANDRY","LOT AZ 222 AI ANOSIZATO",,"102",,135,,,,5,5000000000,"6593348",,,"TRUE","FALSE"
"ENTREPRISE GEORGES","C22768","C22768","LILIANE EMMA REYDELLET","LOT IVE8 ANOSISOA AMBOHIMANARINA",,"105",,135,"22 271 44- 0320296217",,"contact@georgespiscines.com",5,0,,,,"TRUE","FALSE"
"ENTREPRISE VATSY","C22769","C22769","M. RABEVATSY","LOT F I D 161","AMBOHIMAHITSY","101","ANTANANARIVO",135,"033 11 435 08",,,5,500000000,,,,"TRUE","FALSE"
"QUINCAILLERIE FERTEX","C22770","C22770","M. SIBTENALY DOUNGAR","LOT II M 6 AB","MAHAVOKY","101","ANTANANARIVO",135,"22 560 79",,,5,500000000,,,,"TRUE","FALSE"
"MADAGASCAR DAIHO CORPORATION SA","C22771","C22771","NARY ZO","BP 6029 LOT II K 50 M MAHATONY","TANA 101","TANANARIV",,135,"22 04010/0331105123","2221617","zorama@wanadoo.mg  / daiho@wanadoo.mg",5,15000000,"11309",,,"TRUE","FALSE"
"I D F (GROUPE SMTP)","C22772","C22772","MR FERIDE","LOT 01 A Ambohibao Antehiroka","BP 11107 POSTE MAGRI 105","101","ANTANANARIVO",135,"22 446 50","22 446 43","smtp@wanadoo.mg",5,500000000,"118671",,,"TRUE","FALSE"
"QIE BEVAO","C22773","C22773",,,,,,135,,,,5,6000000,"142623",,,"TRUE","FALSE"
"QIE SHIBAM","C22774","C22774","MR MOUSTAFA","AMBODIVONA TANA 101","LOT I V M 27",,,135,"22 602 73",,,5,10000000,"142522",,,"TRUE","FALSE"
"M.I.W","C22775","C22775","MME VASSEL","MADAGASCAR INDUSTRIAL WASHING","FIHAVY ANTSAHAMAINA AMBOHITRARAHABA","101","ANTANANARIVO",135,"032 40 361 12",,,5,10000000,"1535852",,,"TRUE","FALSE"
"MAETTRA SARL","C22776","C22776","MME MAKARISON","III K 101 BIS ANKADITOHO",,"101","ANTANANARIVO",135,"22 202 75","22 610 40","maettra@moov.mg",5,10000000,"107017800","45214 11 1994 000025  ","0002884 DGI-A DU 23/06/09","TRUE","FALSE"
"QIE FIRAISANA","C22777","C22777","MR SALIM","BP 1515 TSARALALANA","TANA 101",,,135,"2 222 416","22 359 04","q.firaisana@simicro.mg",5,2000000,"5000065783","52251 00 1900 00 0008  ",,"TRUE","FALSE"
"O.I.T","C22778","C22778","M.THIERRY GOURVENEC","24 RUE RADAMA I","TSARALALANA","101","ANTANANARIVO",135,"032 07 223 76",,,5,0,"9932554",,,"TRUE","FALSE"
"TANY MANGA MALAGASY","C22779","C22779","M. RAMAROJAONA","C/O FARMAD","BP 828",,"ANTANANARIVO",135,"22 458 32",,,5,2000000,"610226",,,"TRUE","FALSE"
"DAIHO CORPORATION","C22780","C22780","M. TOJO","II M45T ANDIANALEFY","BP 6023",,,135,"22 021 21/0320718566",,"daiho@moov.mg",5,0,"105016660","45222 11 2007 10 021  ",,"TRUE","FALSE"
"E/SE GENERALE NY ANTSIKA","C22781","C22781","M. EDWIN","LOT 23 B III AMOHIMANGAKELY",,,"ANTANANARIVO",135,"331158836",,,5,0,"2961646",,,"TRUE","FALSE"
"QUINC. MORAMORA II","C22782","C22782","Mme DINA","LOT MB 325 ANDOHARANOFOTSY",,,"ANTANANARIVO",135,"22 477 98",,,5,10000000,"105 009 001",,,"TRUE","FALSE"
"HABITAT POUR L'HUMANITE","C22783","C22783","M. DAVID","LOT II A 23 ANTANINANDRO",,"101","ANTANANARIVO",135,"22  373 58","22 312  58","info@hfhmadagascar.org",5,10000000,"5346755","  ",,"TRUE","FALSE"
"E/SE RAHARISOA","C22784","C22784","MME RAHARISOA","I J A 6 BIS AMBODIVOLY ATSIMO","ITAOSY",,"ANTANANARIVO",135,"032 04 922 49",,,5,0,,,,"TRUE","FALSE"
"MABYLO","C22785","C22785","MME LOVA","RUE MARC RABIBISOA","LOT VN 73 AMBOHITSIROA VN",,,135,"032 02 00 750",,,5,0,,,,"TRUE","FALSE"
"GROUPE SIPROMAD","C22786","C22786","M. MOURAD","ALAROBIA AMBONILOHA","BP 5152",,,135,"22 299 67","22 624 43",,5,0,,,,"TRUE","FALSE"
"QUINC. RAVINTSARA","C22787","C22787","M. FIDY","VB 30 C BIS C","AMBATOROKA","101","ANTANANARIVO",135,"033 12 094 41",,,5,0,,,,"TRUE","FALSE"
"HOLCIM MADAGASCAR","C22788","C22788","MR DAVID","1BIS RUE P LUMUMBA","TSARALALANA","101","ANTANANARIVO",135,"2223978","2233277","holcim-mdg@holcim.com",5,0,"105009001","26312 11 1985 0000 49  ","0002837 DGI-A DU 10/06/09","TRUE","FALSE"
"IMAHO","C22789","C22789","M. IMAHO","LOT II N 158 ANALAMAHINTSY",,,,135,"22 495 19",,,5,5000000,"105000686",,,"TRUE","FALSE"
"ESSAI","C22790","C22790",,,,,,135,,,,5,100000000,"28446708",,,"TRUE","FALSE"
"INJET","C22791","C22791","MME VICTORINE","ZONE TANA WATERFRONT","AMBODIVONA","101","ANTANANRIVO",135,"2236974","2236975",,5,3000000,,,,"TRUE","FALSE"
"GROUPE TRIMETA","C22792","C22792","M RENEE","15 AVENUE DE L' INDEPENDANCE",,"101","ANTANANARIVO",135,"2228725","2221919/2228731","trimeta@trimeta.mg",5,3500000,,,,"TRUE","FALSE"
"SOMECA","C22793","C22793","Mr DANY","26 Rue Lutemba BP 359",,"101","Antananarivo",135,"2225400",,,5,30000000,,,,"TRUE","FALSE"
"LOVA","C22794","C22794","M MODESTE","3X 152 K BIS ANOSY BE",,"101","ANTANANRIVO",135,"331217892",,,5,0,,,,"TRUE","FALSE"
"STB","C22795","C22795","MR SATIM PANDJOU","ANKORONDRANO BP 12116 POSTE ZOOM","STE DES TRAVAUX DES BATIMENTS","101","ANTANANARIVO",135,"2360309","2360284",,5,200000000,"107 001 181","45 212 11 1995 010 020","0007 481 DGIA DU 25/05/10","TRUE","FALSE"
"ENTREPRISE CGI","C22796","C22796","MR NDRININA","ANKAZOMANGA",,"101","ANTANANARIVO",135,"2266643",,,5,10000000,"12400823","O1853  ",,"TRUE","FALSE"
"AREMEC","C22797","C22797","M AIME","LOT IVX 72 ANKAZOMANGA",,"101","ANTANANARIVO",135,"2234941","2369155","aremecplr@moov.mg",5,55000000,"107002145","50302 11 1998 01 0031  ","00066  75 DGI-B","TRUE","FALSE"
"SOGEDIPROMA","C22798","C22798","MME TIANA","NANISANA PRES DIRECTION EAU ET FOR?",,"101","ANTANANARIVO",135,"2240527","2240527","sogeditana@moov.mg",5,10000000,"105011408","2006 00 186  ",,"TRUE","FALSE"
"QIE ANOSIBE","C22799","C22799","MR SABIRALY","ANOSIBE",,"101","ANTANANARIVO",135,"2225877",,,5,6000000,"4 231 813",,,"TRUE","FALSE"
"NOOR SHOP","C22800","C22800","MR MOISE","ANDRAVOAHANGY LOT IVH5 BIS",,"101","ANTANANARIVO",135,"2264597",,,5,3000000,"114 11 813",,,"TRUE","FALSE"
"SOCIETE TAF","C22801","C22801","MME PEN","LALANA RAVONINAHITRINIARIVO","BP 1442","101","ANTANANARIVO",135,"22 215 42/394 40","22 394 44","produits.taf@simicro.mg",5,20000000,"1074857",".53103111993000035  ",".0024063DGI-A","TRUE","FALSE"
"Client Occasionnel (1)","C22901","C22901",,,,,,135,,,,5,500000000,,,,"TRUE","FALSE"
"Client occasionnel (2)","C22902","C22902",,,,,,135,,,,5,500000000,,,,"TRUE","FALSE"
"Client occasionnel (3)","C22903","C22903",,,,,,135,,,,5,20000000,,,,"TRUE","FALSE"
"Client occasionnel (4)","C22904","C22904",,,,,,135,,,,5,0,,,,"TRUE","FALSE"
"Client occasionnel (5)","C22905","C22905",,,,,,135,,,,5,500000000,"230312",,,"TRUE","FALSE"
"Client occasionnel (6)","C22906","C22906",,,,,,135,,,,5,50000000,"504439",,,"TRUE","FALSE"
"Client occasionnel (7)","C22907","C22907",,,,,,135,,,"mirkaz@free.fr",5,250000000,,,,"TRUE","FALSE"
"Client occasionnel (8)","C22908","C22908",,,,,,135,,,,5,100000000,".",".",,"TRUE","FALSE"
"Client occasionnel (9)","C22909","C22909",,,,,,135,,,,5,20000000,,,,"TRUE","FALSE"
"Client occasionnel (Alarobia)","C22910","C22910",,,,,,135,,,,5,150000000,"142623",,,"TRUE","FALSE"
"SADROUDINE NAZIR","C44001","C44001","MR SADROUDINE N","ANTSIRABE",,"ANTSIRABE",,135,"320504040","44 490 99",,5,0,"82220",,,"TRUE","FALSE"
"CPA DISTRIBUTION","C44002","C44002","MR POPAT","TSARAVAVAKA RN 7","ANTSIRABE",,,135,"4405092",,"cpadistr@blueline.mg",5,150000000,,,,"TRUE","FALSE"
"QIE DU VAKINANKARATRA","C44003","C44003","MR CHEMIR","LOT 01 C 50","B.P. 87",,"ANTSENAKELY",135,"44-488-60",,,5,200000000,,,,"TRUE","FALSE"
"STOP AUTO","C44004","C44004","MR MERALY BABOU"," LOT 13 E 195, RUE PIERREBOURG"," BP 147 - ANTSENAKELY","110","ANTSIRABE",135,"44 486 24","44 491 05",,5,5000000,"105000686"," 50412 12 2002 0 00002","124056 / DGI / B DU 19/04/2010","TRUE","FALSE"
"QIE TENA MORA ANTSIRABE","C44005","C44005","KOURSHIT FATIMA","ANTSIRABE",,,,135,"44 496 05",,,5,120000000,"83476708",,,"TRUE","FALSE"
"COTTONLINE SA","C44006","C44006",,"ROUTE D'AMBOSITRA PK169 ANTSIRABE","BP355","110","ANTSIRABE",135,"4448874/0320409102",,,5,15000000,"9045",,,"TRUE","FALSE"
"HOLCIM IBITY","C44007","C44007","MR SOLOHASINA","BP 359","IBITY","110","ANTSIRABE",135,"032 07 047 63 O32 07","030 44 863 48","ibity-mdg@holcim.com",5,8000000,,,,"TRUE","FALSE"
"SOCOLAIT A/BE","C44008","C44008",,,,,"ANTSIRABE",135,,,"socolait@socolait.mg",5,200000000,"105000686","202 108 01 069 044","0002866DGI-A","TRUE","FALSE"
