ref,name,address/name,address/street,address/street2,address/city,credit_limit,address/phone,address/fax,email,x_nif,x_stat,customer,supplier
F22082,RANDRIAMILAMINA RIVO,,AMBOHIBOLAKELY GARE MORAMANGA,,,0,,,,,,FALSE,TRUE
F22083,CENTRE TAZ,,,,,0,,,,,,FALSE,TRUE
F22084,OCEAN TRADE,,,,,0,,,,,,FALSE,TRUE
F22085,ETS MIALISOA,,,,,0,,,,,,FALSE,TRUE
F22086,SOAM,,BP 53 T/RIVE,,,0,,,,,,FALSE,TRUE
F22087,GARAGE JET SERVICE,,,,,0,,,,,,FALSE,TRUE
F22088,ETABLISSEMENT MIALISOA,,,,,0,,,,,,FALSE,TRUE
F22089,ETS IT BUROTEC,,LOT 1A AMBOHIBAO,,,0,22 580 28,,,,,FALSE,TRUE
F22090,SANIFER,,,,,0,,,,,,FALSE,TRUE
F22091,TANA CONFORT,,,,,0,,,,,,FALSE,TRUE
F22092,VENDOME,,IMMEUBLE TANA 2000,,,0,,,,,,FALSE,TRUE
F22093,JM-CONTACTS,,,,,0,,,,,,FALSE,TRUE
F22094,TRADE BOIS,,VF 23 FITROAFANA TALATAMATY,BP 97 IVATO AEROPORT,,0,,,,,,FALSE,TRUE
F22095,KZN CROSS,,,,,0,,,,,,FALSE,TRUE
F22096,FOCUS MEUBLE,,,,,0,,,,,,FALSE,TRUE
F22097,EVATRANS SARL,,LOT IVG 30 BEHORIRIKA,,,0,,,,,,FALSE,TRUE
F22098,PLASTIMA,,LOT III A 110 Tanjombato,102 Antananarivo,,0,22 462 10,22 460 66,plastima@moov.mg,,,FALSE,TRUE
F22099,MADAUTO,,RUE DR RASSETA,,,0,,,,,,FALSE,TRUE
F22100,IMPAD,,IMMEUBLE SLITA TANJOMBATO,BP 474,ANTANANARIVO,0,,,,,,FALSE,TRUE
F22101,RADIO DON BOSCO,,,,,0,,,,,,FALSE,TRUE
F22102,RATAVAO NAIVOARINIRINA,,LOT II J 33 IVANDRY,,ANTANANARIVO,0,320253158,,,,,FALSE,TRUE
F22103,SODIREX,,LOTISSEMENT ZITAL,ANKORONDRANO,,0,,,,,,FALSE,TRUE
F22104,PARACK SAFIA,,69 RUE DE LATTRE DE TASIGNY,,TAMATAVE,0,,,,,,FALSE,TRUE
F22105,JCI RESOURCES,,,,,0,,,,,,FALSE,TRUE
F22106,SYNERGY COMMUNICATION,,,,,0,,,,,,FALSE,TRUE
F22107,MICROMANIA,,LOT IVS 14 BIS ANTANIMENA,,,0,,,,,,FALSE,TRUE
F22108,CODISMAG,,RUE RAVONINAHITRINIARIVO,,,0,,,,,,FALSE,TRUE
F22109,COMATO,,AVENUE DE FRANCE MAHAVATSE II,TULEAR,,0,,,,,,FALSE,TRUE
F22110,LA LIGNE STAR,,LOT III 623 MAI TSIANALOKA TOLIARA,,,0,,,,,,FALSE,TRUE
F22111,CEMM COMPAGNIE DES EXPERTS ,,ANTANANARIVO,,,0,,,,,,FALSE,TRUE
F22112,ASSISTANCE PLUS,,,,,0,,,,,,FALSE,TRUE
F22113,MAX AUTO,,,,,0,,,,,,FALSE,TRUE
F22114,OFFICHE MALGACHE DE LA PROPRIETE,,,,,0,,,,,,FALSE,TRUE
F22115,DESIGN AUTO,,RUE RAVONINAHITRINIARIVO,,ANTANANARIVO,0,,,,,,FALSE,TRUE
F22116,SOGES MADAGASCAR,,LOT IVS 2 ANTANIMENA,,ANTANANARIVO,0,032 04 007 30 ,Mme Saholy,,,,FALSE,TRUE
F22117,CONTINENTAL AUTO,,LALANA RAVONINAHITRINIARIVO,,,0,,,,,,FALSE,TRUE
F22118,MASTER TRADE,,RUE DR RASSETA ANKAZOMANGA,BP4246,,0,,,,,,FALSE,TRUE
F22119,ANDRE LARESERVEE TRANSPORT,,LOT IVH 45 ANDRAHARO,AMBOHIMANARINA,ANTANANARIVO,0,,,,,,FALSE,TRUE
F22120,INTERAIR,,GALERIE MARCHANDE,MADAGASCAR HILTON,ANTANANARIVO,0,,,,,,FALSE,TRUE
F22121,PECHE & FROID DE M/CAR,,PROPRIETE LAMATRA,VILLE BASSE,ANTSIRANANA,0,,,,,,FALSE,TRUE
F22122,TRANSPORT SERALY,,,,,0,,,,,,FALSE,TRUE
F22123,APMA,,ZONE ZITAL ANKORONDRANO,,,0,,,,,,FALSE,TRUE
F22124,MAD COMPUTER,,LOT IVE 24 BIS BEHORIRIKA,,,0,,,,,,FALSE,TRUE
F22125,HCI ARTS GRAPHIQUES,,,,,0,,,,,,FALSE,TRUE
F22126,COMPTOIR FIDAHOUSSEN,,,,,0,,,,,,FALSE,TRUE
F22127,ETS MANAJA,,LOT 443 ME ANDAFIAVARATRA,IVATO,,0,,,,,,FALSE,TRUE
F22128,SERALY FERID,,,,,0,,,,,,FALSE,TRUE
F22129,MOUNTAIN WOLF ENERGY,,IMM SACM AKORONDRANO,,,0,,,,,,FALSE,TRUE
F22130,MEDICAL INTERNATIONAL,,IMM TANA 2000 AKORONDRANO,,,0,,,,,,FALSE,TRUE
F22131,PHARMADIFF Medicale Store,,LOT IVG 203 VILLA PRADON,,,0,,,,,,FALSE,TRUE
F22132,TOTAL MADAGASCAR,,,,,0,,,,,,FALSE,TRUE
F22133,AMIRALY GINETTE,,,,,0,,,,,,FALSE,TRUE
F22134,QUINCAILLERIE MORABE,,LOT IVI 9 ANDRAVOAHANGY,ANTANANARIVO,,0,,,,,,FALSE,TRUE
F22135,PROGECOM,,,,,0,22 268 32,,,,,FALSE,TRUE
F22136,RANDRIANAINA Heritiana Donato,,LOT 005 A TER AMBOHIBAO,,,0,,,,,,FALSE,TRUE
F22137,PHOREST,,LOT II M 35 G ANDROHIBE,,,0,,,,,,FALSE,TRUE
F22138,MICRO PLUS,,,,,0,,,,,,FALSE,TRUE
F22139,MATERAUTO,,RUE RAVONINAHITRINIARIVO AK/NO,,,0,,,,,,FALSE,TRUE
F22140,PAPYRUS,,,,,0,,,,,,FALSE,TRUE
F22141,ASMICRO,,,,,0,,,,,,FALSE,TRUE
F22142,ASCOMA,,,,,0,,,,,,FALSE,TRUE
F22143,TANSIT GALLEE,,,,,0,,,,,,FALSE,TRUE
F22144,TRANSPORT RAHARILALAO LUCIE,,,,,0,,,,,,FALSE,TRUE
F22145,MADAPACK,,IMM MARBOUR ANTSAHAVOLA,,,0,,,,,,FALSE,TRUE
F22146,SDV,,,,,0,,,,,,FALSE,TRUE
F22147,PCLAND,,,,,0,,,,,,FALSE,TRUE
F22148,TRANSPORT IARY CLAUDE,,,,,0,,,,,,FALSE,TRUE
F22149,SAVONNERIE TROPICAL,,,,,0,,,,,,FALSE,TRUE
F22150,RAELIARINARIVO SIMEON,,,,,0,,,,,,FALSE,TRUE
F22151,PRINT EXPRESS,,PLACE MINAULT 55 RUE RASETA ANTNIME,,,0,,,,,,FALSE,TRUE
F22152,NEW TEK CENTER,,,,,0,,,,,,FALSE,TRUE
F22153,LE SUD,,,,,0,,,,,,FALSE,TRUE
F22154,FELINIRINA CHANTAL,,,,,0,,,,,,FALSE,TRUE
F22155,STE MANASOAVINA,,,,,0,,,,,,FALSE,TRUE
F22156,HIRIDJEE AKILHOUSSEN,,,,,0,,,,,,FALSE,TRUE
F22157,PAUL ARSENE,,,,,0,,,,,,FALSE,TRUE
F22158,ETS LOCATRANS,,ANTANANARIVO,,,0,,,,,,FALSE,TRUE
F22159,MADO,,,,,0,,,,,,FALSE,TRUE
F22160,TRANSPORT VELO HENRI,,,,,0,,,,,,FALSE,TRUE
F22161,TAMA IMPORT,,,,,0,,,,,,FALSE,TRUE
F22162,XAVIER CROIDIEU,,,,,0,,,,,,FALSE,TRUE
F22163,DHL,,LOT II J 181 F BIS IVANDRY,,,0,,,,,,FALSE,TRUE
F22164,PLAST ALLIANCE,,,,,0,,,,,,FALSE,TRUE
F22165,FARMAD,,,,,0,,,,,,FALSE,TRUE
F22166,SOCIETE MANANTSOA,,,,,0,,,,,,FALSE,TRUE
F22167,EXPEDITORS,,,,,0,,,,,,FALSE,TRUE
F22168,STTE MADAGASCAR LOGISTIC,,PARC 20 ZONE FORELLO TANJOMBATO,,,0,,,,,,FALSE,TRUE
F22169,SALLY ROSS,,,,,0,,,,,,FALSE,TRUE
F22170,ETS FANORENA,,,,,0,,,,,,FALSE,TRUE
F22171,MAFREX,,,,,0,,,,,,FALSE,TRUE
F22172,MADASIA PLASTIC,,,,,0,,,,,,FALSE,TRUE
F22173,TEXCOM.NET,,,,,0,,,,,,FALSE,TRUE
F22174,MANU TRANSPORT,,,,,0,,,,,,FALSE,TRUE
F22175,BLUEPRINT,,,,,0,,,,,,FALSE,TRUE
F22176,ATW CONSULTANTS,,,,,0,,,,,,FALSE,TRUE
F22177,ROVA TRAVEL TOURS,,,,,0,,,,,,FALSE,TRUE
F22178,SECUREX,,,,,0,,,,,,FALSE,TRUE
F22179,ASL MADAGASCAR,,,,,0,,,,,,FALSE,TRUE
F22180,TRANSPORT ANNY,,,,,0,,,,,,FALSE,TRUE
F22181,YKA SARL,,,,,0,,,,,,FALSE,TRUE
F22182,EUROPACK,,LOT K3 110 BIS IVATO,,,0,,,,,,FALSE,TRUE
F22183,MAZARS FIVOARANA,,13 RUE PATRICE LUMUMBA TSARALALANA,,,0,,,,,,FALSE,TRUE
F22184,RAKOTONIRINA BERNARD,,ANTANETIBE MAHAZAZA MAHITSY,,,0,,,,,,FALSE,TRUE
F22185,SICO,,,,,0,,,,,,FALSE,TRUE
F22186,LUXOR,,,,,0,,,,,,FALSE,TRUE
F22187,TRANSPORT RATOVONIAINA FORTUNA,,,,,0,,,,,,FALSE,TRUE
F22188,NERONE,,,,,0,,,,,,FALSE,TRUE
F22189,EDEN TEXTILE,,,,,0,,,,,,FALSE,TRUE
F22190,MEGA PRINT,,1 AV DE L?IND MAG H ENCEINTE MADARA,,,0,,,,,,FALSE,TRUE
F22191,CHANDARANA,,10 LALANA RABEFIRAISANA ANALAKELY,,,0,,,,,,FALSE,TRUE
F22192,MR BRICOLAGE,,,,,0,,,,,,FALSE,TRUE
F22193,FDC,,,,,0,,,,,,FALSE,TRUE
F22194,IMPRIMERIE DE L'ILE,,,,,0,,,,,,FALSE,TRUE
F22195,CHAP,,IVA 129 C Ambodivonikely,,,0,,,,,,FALSE,TRUE
F22196,WELDOM BRICOBAT,,,,,0,,,,,,FALSE,TRUE
F22197,MADAKEM,MME TIANA,LOT II A 150 D NANISANA ANTANANARIV,,,0,,,,,,FALSE,TRUE
F22198,TECNOALARM,,,,,0,,,,,,FALSE,TRUE
F22199,TRANSPORT PIRBAY,,,,,0,,,,,,FALSE,TRUE
F22200,MIANJAIKA SARL,,,,,0,,,,,,FALSE,TRUE
F22201,MANAMBINA,,,,,0,,,,,,FALSE,TRUE
F22202,RAKOTOMANGA V IRENE,,,,,0,,,,,,FALSE,TRUE
F22203,AGF MADAGASCAR ASSURANCES,,,,,0,,,,,,FALSE,TRUE
F22204,BURMAS,,ENCEINTE COROI SOANIERANA,,,0,,,,,,FALSE,TRUE
F22205,DELTA,,,,,0,,,,,,FALSE,TRUE
F22206,MADISCO,,,,,0,,,,,,FALSE,TRUE
F22207,PREMIERE LIGNE,,,,,0,,,,,,FALSE,TRUE
F22208,LA BAGUETTE DOREE,,15 RUE PATRICE LUMUMBA,,,0,,,,,,FALSE,TRUE
F22209,BAZAR-AUTO,,,,,0,,,,,,FALSE,TRUE
F22210,BINOU CONFECTION,,LOT VT FAB ANDOHANIMANDROSEZA,,,0,,,,,,FALSE,TRUE
F22211,PARAKH OUSMAN ISSOUF,,,,,0,,,,,,FALSE,TRUE
F22212,RAKOTONIAINA YVES PARFAIT,,LOT AD 71 ANKADIKELY ILAFY,,,0,,,,,,FALSE,TRUE
F22213,NETRANS,,,,,0,,,,,,FALSE,TRUE
F22214,RAKOTONIAINA HAJATIANA BIENAIME,,LOT AD 71 ANKADIKELY ANDOMBOTANY,,,0,,,,,,FALSE,TRUE
F22215,ARCS,,,,,0,,,,,,FALSE,TRUE
F22216,SADROUDINE NAZIR TRANSP,,,,,0,,,,,,FALSE,TRUE
F22217,MAERSK SAFEMARINE,,,,,0,,,,,,FALSE,TRUE
F22218,CMP-CIE MASCAREIGNES DES PLASTIQUES,,BP 462 ANOSIVAVAKA AMBOHIMANARINA,,,0,23 348 87,,,,,FALSE,TRUE
F22219,NICOLAS JEAN PATRICK,,MORARANO ANTANANARIVO,,,0,,,,,,FALSE,TRUE
F22220,RAKOTONDRAMANANA DIEUDONNE,,,,,0,,,,,,FALSE,TRUE
F22221,TSARA MORA,,ANOSIVAVAKA AMBOHIMANARINA,,,0,,,,,,FALSE,TRUE
F22222,MELLIS,,,,,0,,,,,,FALSE,TRUE
F22223,MEDIA CONSULTING,,,,,0,,,,,,FALSE,TRUE
F22224,RANDRIAMIHAJA  YVES ANGELO,,,,,0,,,,,,FALSE,TRUE
F22225,TRANSPORT WELMANT CHRISTIAN TSIORY,,,,,0,,,,,,FALSE,TRUE
F22226,PUB-EXPRESS,,,,,0,,,,,,FALSE,TRUE
F22227,GALANA,,,,,0,,,,,,FALSE,TRUE
F22228,WELMANT GUY F,,,,,0,,,,,,FALSE,TRUE
F22229,SMTT,,,,,0,,,,,,FALSE,TRUE
F22230,AGRICOM,,,,,0,,,,,,FALSE,TRUE
F22231,MAGRO,,,,,0,,,,,,FALSE,TRUE
F22232,HORIZON IVATO,,IVATO,,,0,,,,,,FALSE,TRUE
F22233,KABIR ABASS,,,,,0,,,,,,FALSE,TRUE
F22234,RABENANDRASANA VONY,,,,,0,,,,,,FALSE,TRUE
F22235,TRANSPORT BERNARD,,,,,0,,,,,,FALSE,TRUE
F22236,A Inserer Safemarine,,,,,0,,,,,,FALSE,TRUE
F22237,TRANSPORT DIDIER LEUNG,,,,,0,,,,,,FALSE,TRUE
F22238,RAKOTO ANDRIANIAINA TRANSPORTEUR,,ANTANANARIVO,,,0,,,,,,FALSE,TRUE
F22239,TAFANGY DARIUS,,LOGT 7 CITE 67 HA SUD,,,0,,,,,,FALSE,TRUE
F22240,FIAVAMA,,13 RUE RANDRIAMAPANDRY ANTANANARIVO,,,0,,,,,,FALSE,TRUE
F22241,FENOSOA,,LOT E83 MAHITSY AMBOHIDRATRIMO,,,0,,,,,,FALSE,TRUE
F22242,LE DOLPHIN GAZETY,,,,,0,,,,,,FALSE,TRUE
F22243,ASSURANCE ARO,,ANTSAHAVOLA ANTANANARIVO,,,0,,,,,,FALSE,TRUE
F22244,COLINA,,2 PLACE DE L?IND ANTANANARIVO,,,0,,,,,,FALSE,TRUE
F22245,GS-1,,,,,0,,,,,,FALSE,TRUE
F22246,MAISON DES PETITES ELEVAGE,,,,,0,,,,,,FALSE,TRUE
F22247,DECODIF IMPRIMERIE,,ENCEINTE COCIMA ANKARAOBATO,,,0,,,,,,FALSE,TRUE
F22248,TRANSPORT MAC SIOU TSONG FABRICE,,LOT PN 32 TER ANKADINDRATOMBO,,,0,,,,,,FALSE,TRUE
F22249,HOTEL DU LOUVRE,,4 PHILBERT TSIRANANA ANTANANARIVO,,,0,,,,,,FALSE,TRUE
F22250,ANDRIAMALALA RICHARD,,,,,0,,,,,,FALSE,TRUE
F22251,TRANSPORT DIDIER LEUNG,,,,,0,,,,,,FALSE,TRUE
F22252,PALM HOTEL,,IBF 32 AMBATOMENA ANTSAHAVOLA,,,0,,,,,,FALSE,TRUE
F22253,FUTURIA EURL,,IMM CITIC PORTE 406 BEHORIRKA,,,0,,,,,,FALSE,TRUE
F22254,TOYOTA RASSETA,,ANTANANARIVO,,,0,,,,,,FALSE,TRUE
F22255,DART EXPRESS,,,,,0,,,,,,FALSE,TRUE
F22256,MADAVISION,,,,,0,,,,,,FALSE,TRUE
F22257,COMPTOIR CCLE D'ELECTRICITE,,TANANARIVE,,,0,,,,,,FALSE,TRUE
F22258,TRANSPORT T.G.M SARL,,LOT II U 40 BIS AMPAHIBE,,,0,,,,,,FALSE,TRUE
F22259,GOLDEN SKY,,LOT II V 85 ROUTE CIR AMPANDRANA,,,0,,,,,,FALSE,TRUE
F22260,SMM SOCIETE MALGACHE DE MAGASINS,,RUE RAVONITRINIARIVO AKORONDRANO,,,0,,,,,,FALSE,TRUE
F22261,MASTER AUTO,,,,,0,,,,,,FALSE,TRUE
F22262,TRNB RMB,,,,,0,,,,,,FALSE,TRUE
F22263,ALIPLAST,,I V W 51 Ter Anosizato Est,Antananarivo,,0,24 566 32,,,,,FALSE,TRUE
F22264,JINAN ZZ INTERNATIONAL,,,,,0,,,,,,FALSE,TRUE
F22265,R DUPONSEL,,18 AV DE L?INDEPENDANCE,,,0,,,,,,FALSE,TRUE
F22266,RAKOTONIRINA ROTA,,LOT 006 TER MMA III IVATO 105,,,0,,,,,,FALSE,TRUE
F22267,RAKOTONOMBANA HUISSIER,,,,,0,,,,,,FALSE,TRUE
F22268,LES NOUVELLES,,8-10 RUE RAINIZANABOLOLONA,,,0,,,,,,FALSE,TRUE
F22269,SOGEXOI,,LOT H73 BIS AMBOHIDRATRIMO,,,0,,,,,,FALSE,TRUE
F22270,TRANOMBAROTRA RMB,,LOT IH 4 ISOTRY ANTANANARIVO,,,0,,,,,,FALSE,TRUE
F22271,TRANSPORT HANTA RAKOTOMENA ,,LOT BF CITE HARAS PLLE 11/23 TOAMAS,,,0,,,,,,FALSE,TRUE
F22272,RILAH ELECTROFROID,,,,,0,,,,,,FALSE,TRUE
F22273,L'AGENCE,,,,,0,,,,,,FALSE,TRUE
F22274,TRANSPORT VELO ALEXIS,,,,,0,,,,,,FALSE,TRUE
F22275,ULTIMA MEDIA,,,,,0,,,,,,FALSE,TRUE
F22276,I-PRO,,,,,0,,,,,,FALSE,TRUE
F22277,QUINCAILLERIE SAMBATRA,Mr Soheb,,,,0,,,s.s@blueline.mg   (ATTN : Mme Soary),,,FALSE,TRUE
F22278,RABERALIMANANA,,,,,0,,,,,,FALSE,TRUE
F22279,ETS TSILAVINA,,LOT IAI 194 ANTSIHAKELY,AMBOHIDRAPETO,,0,,,,,,FALSE,TRUE
F22280,IMAGES Sarl,,Imm Manampisoa LOT VB II 075 Malaza,,,0,,,,,,FALSE,TRUE
F22281,HO KIM HIPE ALAIN,,Lot 10TB TALATAMATY,,,0,,,,,,FALSE,TRUE
F22282,HO KINE KI FRANCIS,,LOT MA III 20 Maibahoaka Ivato,,,0,,,,,,FALSE,TRUE
F22283,ENTRAL,(Ralambotrimo Gaby),Andraharo,,,0,,,,,,FALSE,TRUE
F22284,TRANSPORT ALIBAY,,,,,0,,,,,,FALSE,TRUE
F22285,AIDE INTERIM,,,,,0,,,,,,FALSE,TRUE
F22286,ETABLISSEMENT S.S,,,,,0,,,,,,FALSE,TRUE
F22287,EXPRESS de MADAGASCAR,,ZI Nord des HYDROCARBURES Ankorondr,,,0,,,,,,FALSE,TRUE
F22288,MIDI PUBLICITE,,Lalana Ravoninahitriniarivo,,,0,,,,,,FALSE,TRUE
F22289,NEW PRINT,,,,,0,,,,,,FALSE,TRUE
F22290,RICHBAY CHEMICALS PTY,,,,,0,,,,,,FALSE,TRUE
F22291,TRANSPORT Z.L,,,,,0,,,,,,FALSE,TRUE
F22292,BOISBAUDRY,,,,,0,,,,,,FALSE,TRUE
F22293,MEADERS,,Riche Terr? Road, MAURITIUS,,,,,,,,FALSE,TRUE
F22294,CONTROL CHEMICALS,,,,,0,,,,,,FALSE,TRUE
F22295,FREIGHTLINE MADAGASCAR,,LOGT III CITE N?3 MANAKAMBAHINY,,,0,,,,,,FALSE,TRUE
F22296,CONSEIL AUDIT,,LOT 28 IMM 3 EME ETAGE IVANDRY,,,0,,,,,,FALSE,TRUE
F22297,POLYPACK,,BP 462 TANA WATER FRONT,,,0,,,,,,FALSE,TRUE
F22298,ACM,,,,,0,,,,,,FALSE,TRUE
F22299,ALYPLAST,MR KOURECH,ANOSIBE,,,0,24 566 32,,,,,FALSE,TRUE
F22300,CEPAL,MR MALLECK MOHOBOOB,N?3 MONT ST MICHEL BUILDING CNR,LECLEZIO STREET &RITTER STRRET,,0,0331119700/570 1601,670 2520,cepaltd@intnet.mu;cepalmada@yahoo.fr,,,FALSE,TRUE
F22301,DERATOX,MME BODO,LOT V O 8B MANAKAMBAHINY,,ANTANANARIVO,0,22 217 13/0331141111,,,,,FALSE,TRUE
F22302,DIVERS,,,,,0,,,,,,FALSE,TRUE
F22303,ETB MIALISOA,,LOT BD 132 BIS AMBOHIMANGIDY,,,0,,,,,,FALSE,TRUE
F22304,RAZANADRAIBE NOELINE,NOELINE,PAVILLON ISOTRY,ANTANANARIVO,,0,,,,,,FALSE,TRUE
F22305,RAMINOSOA HERINIAINA REMI,,,,,0,,,,,,FALSE,TRUE
F22306,FABRICATION,,AMBOHIBAO,,,0,,,,,,FALSE,TRUE
F22307,HUTTE CANADIENNE,,,,,0,,,,,,FALSE,TRUE
F22308,MINAGRI,,,,,0,,,,,,FALSE,TRUE
F22309,GRAPHOPRINT,,BP 3409,Z I FORELLO TANJOMBATO,ANTANANARIVO,0,261202246183,261202235090,graphoprint@simicro.mg,,,FALSE,TRUE
F22310,HENRIFRAISE,Mr HERY,,ANKORONDRANO,,0,,,,,,FALSE,TRUE
F22311,RAHARIVOLOLONA HENRIETTE,,,,,0,,,,,,FALSE,TRUE
F22312,IMPRIMERIE DE MADAGASCAR,,32 , Rue Paul RAFIRINGA A/VOAHANGY,,,0,,,,,FALSE,TRUE
F22313,SOCAM,,,,,0,,,,,,FALSE,TRUE
F22314,STAR LABORATOIRES,,,,,0,,,,,,FALSE,TRUE
F22315,MAKIPLAST,Mr FRANCK,BP 9195 A,ANDOHARANOFOTSY,ANTANANARIVO,0,22 467 12,22 467 29,,,,FALSE,TRUE
F22316,STOCKAGRI,,,,,0,,,,,,FALSE,TRUE
F22317,MCI,HERITIANA,BP 3844 Bat SIROT,Z I FORELLO TANJOMBATO,ANTANANARIVO,0,22 571 10,22 571 11,,,,FALSE,TRUE
F22318,TOUT PLASTIQUE,,,,,0,,,,,,FALSE,TRUE
F22319,MSM,MR JAONA,Route DIGUE,A COTE NEW PACK,ANTANANARIVO,0,24 105 93,24 105 91,,,,FALSE,TRUE
F22320,OM CHEMICALS,HERITIANA,,,,0,,,,,,FALSE,TRUE
F22321,PROCHIMAD,MME NICOLE/MR ANDRY,,,ANTANANARIVO,0,22 230 08,22 550 45,,,,FALSE,TRUE
F22322,QUINCAILLERIE 2000,,LOT II M 6 MAHAVOKY,ANDRAVOAHANGY,,0,22  247 27,22 302 07,,,,FALSE,TRUE
F22323,RMB,,ISOTRY,,,0,,,,,,FALSE,TRUE
F22324,SACOPLAST,,BP 372,Z I FORELLO TANJOMBATO,ANTANANARIVO,0,22 463 09,22 461 19,,,,FALSE,TRUE
F22325,SAMBATEX,,,,,0,,,,,,FALSE,TRUE
F22326,SDCAGRI,MR ALAIN,LOT 12 P,TALATAMATY,AMBOHIDRATRIMO,0,22 445 00,,,,,FALSE,TRUE
F22327,SECABI,MME FENO CLEMENCE,129 BIS ,route circulaire,ANTANANARIVO,0,22 614 93/22 681 75,22 681 75,,,,FALSE,TRUE
F22328,SEPCM,BERTHIN,BOULEVARD RATSIMANDRAVA,,ANTANANARIVO,0,22 291 46,22 291 63,sepcm@simicro.mg,,,FALSE,TRUE
F22329,SFOI,JOSE ANDRIANJANAKA,BP 132,Z I  FORELLO TANJOMBATO,ANTANANARIVO,0,22 464 66/22 467 76,22 464 67,sfoi@wanadoo.mg,,,FALSE,TRUE
F22330,SIB,MME NIGAR BARDAY,MAJUNGA,,,0,,,,,,FALSE,TRUE
F22331,SITMA,,BP 8547,,,0,22 468 02/05,22 468 07,sitma@wanadoo.mg,,,FALSE,TRUE
F22332,SMEM,ERIC RASOLONJATOVO,,,,0,,,,,,FALSE,TRUE
F22333,SOPRAMAD,MR DAYON,LOT 003 G BIS AMBOHIBAO,,,0,22 037 23,00 043 23,sopramad@wanadoo.mg,,,FALSE,TRUE
F22334,SOSIMABI,RIVO,BP 3696,Z I TANJOMBATO,ANTANANARIVO,0,22 460 48,22 465 11,,,,FALSE,TRUE
F22335,SPCI,MME ONJA,,,,0,,,,,,FALSE,TRUE
F22336,TANA DISTRIBUTION,MR EDDY,LOT III M 32A BD RATSIMANDRVA,,ANTANANARIVO,0,22 286 11/320262626,22 697 37,eddie@wanadoo.mg,,,FALSE,TRUE
F22337,VIDZAR CIE,,,,,0,22 563 24,,,,,FALSE,TRUE
F22338,DOKA SARL,,,,,0,,,,,,FALSE,TRUE
F22339,DISCODIN,,,,,0,,,,,,FALSE,TRUE
F22340,ARIO MADAGASCAR,,,,,0,,,,,,FALSE,TRUE
F22341,ORCHID HOTEL,,,,,0,,,,,,FALSE,TRUE
F22342,TRANSPORT MANIRY,,,,,0,,,,,,FALSE,TRUE
F22343,JIRAMA,,,,,0,,,,,,FALSE,TRUE
F22344,ULTIMATE SERVICE,,,,,0,,,,,,FALSE,TRUE
F22345,RAHERINIRINA ODETTE,,,,,0,,,,,,FALSE,TRUE
F22346,RAMANANTSOA Johnny,,,,,0,,,,,,FALSE,TRUE
F22347,TRANSPORT MIROC,,,,,0,,,,,,FALSE,TRUE
F22348,LA VERITE (SMC Presse),,,,,0,,,,,,FALSE,TRUE
F22349,LA GAZETTE DE LA GRANDE ILE,,,,,0,,,,,,FALSE,TRUE
F22350,COMBAVA,,Ivato ANTANANARIVO,,,0,,,,,,FALSE,TRUE
F22351,TRANSPORTEUR BAD GIRL,,,,,0,,,,,,FALSE,TRUE
F22352,CCIFM,,Ankorondrano ANTANANARIVO,,,0,,,,,,FALSE,TRUE
F22353,RADIO NATIONALE MALGACHE,,,,,0,,,,,,FALSE,TRUE
F22354,OZONE RESTAURANT,,,,,0,,,,,,FALSE,TRUE
F22355,MME ZIYAD,,,,,0,,,,,,FALSE,TRUE
F22356,MADA EXPRESS,,,,,0,,,,,,FALSE,TRUE
F22357,ORIMBATO,,,,,0,,,,,,FALSE,TRUE
F22358,FJKM EGLISE,,,,,0,,,,,,FALSE,TRUE
F22359,MME ZIYAD,,,,,0,,,,,,FALSE,TRUE
F22360,CMCS (Centre Malgache Canne Sucre),,,,,0,,,,,,FALSE,TRUE
F22361,ALLPORT SARL,,LOT IVN 26 ANKADITAPAKA NORD,,,0,340268184,,,2766665,63322 11 1999 0 10098,FALSE,TRUE
F22362,TRANSPORT GERARD,,ANTANANARIVO,,,0,,,,,,FALSE,TRUE
F22363,TRANSPORT PREMIERE CLASSE,,,,,0,,,,,,FALSE,TRUE
F22364,ROSSINI,,,,,0,,,,,,FALSE,TRUE
F22365,SABMA,,,,,0,,,,,,FALSE,TRUE
F22366,EUREKA,,,,,0,,,,,,FALSE,TRUE
F22367,ANIO CORPORATION,,,,,0,,,,,,FALSE,TRUE
F22368,MAJINCO,,,,,0,,,,,,FALSE,TRUE
F22369,MADCOURRIER,,,,,0,,,,,,FALSE,TRUE
F22370,MTH LA ROCHE ROUGE,,,,,0,,,,,,FALSE,TRUE
F22371,AATKD TAEKWONDO,,,,,0,,,,,,FALSE,TRUE
F22372,CAFE DE LA GARE,,,,,0,,,,,,FALSE,TRUE
F22373,TRASPORTEUR RAFARASOA HARIVOLA,,,,,0,,,,,,FALSE,TRUE
F22374,M PUB,,,,,0,,,,,,FALSE,TRUE
F22375,O NET PUB,,,,,0,,,,,,FALSE,TRUE
F22376,MADARAIL,,,,,0,,,,,,FALSE,TRUE
F22377,GUILMANN,,,,,0,,,,,,FALSE,TRUE
F22378,DAMCO,,,,,0,,,,,,FALSE,TRUE
F22379,TRANSPORT TSILAVINA,,,,,0,,,,,,FALSE,TRUE
F22380,TRANSPORT RIVO,,,,,0,,,,,,FALSE,TRUE
F22381,PATRICK CHAN (Avocat),,24 RUE ANDRIANDAHIFOTSY,,,0,,,,,,FALSE,TRUE
