".id","inventory_line_id/location_id","inventory_line_id/product_id","inventory_line_id/product_qty"
,"SMOI (Discoi)","CAR_4511_006",18
,"Depot Tamatave","CAR_4511_006",148
,"Showroom Alarobia","CAR_4511_007",0.142
,"Depot Andranomena","CAR_4511_007",17
,"Depot Alarobia","CAR_4511_007",18.858
,"Depot Ivandry","CAR_4511_007",59
,"SMOI (Discoi)","CAR_4511_007",104
,"Depot Tamatave","CAR_4511_007",138
,"Depot Alarobia","CAR_4511_008",0.46
,"Depot Ivandry","CAR_4511_008",43
,"Showroom Alarobia","CAR_4511_009",0.142
,"Depot Alarobia","CAR_4511_009",0.858
,"Depot Ivandry","CAR_4511_009",22
,"Depot Andranomena","CAR_4511_009",32
,"DIGITAL (Magasin)","CAR_4545_001",1
,"Showroom Alarobia","CAR_4545_001",10
,"Depot Tamatave","CAR_4545_001",53
,"Depot Alarobia","CAR_4545_001",57
,"DIGITAL (Magasin)","CAR_4545_002",1
,"SMOI (Discoi)","CAR_4545_002",10
,"Depot Andranomena","CAR_4545_002",20
,"Depot Tamatave","CAR_4545_002",42
,"Depot Alarobia","CAR_4545_002",43
,"DIGITAL (Magasin)","CAR_4545_003",1
,"Showroom Alarobia","CAR_4545_003",4
,"Depot Andranomena","CAR_4545_003",30
,"Depot Tamatave","CAR_4545_003",43
,"Depot Alarobia","CAR_4545_003",54
,"DIGITAL (Magasin)","CAR_4545_004",1
,"Showroom Alarobia","CAR_4545_004",10
,"Depot Tamatave","CAR_4545_004",14
,"DIGITAL (Magasin)","CAR_4545_005",1
,"Showroom Alarobia","CAR_4545_005",10
,"Depot Tamatave","CAR_4545_005",40
,"Depot Alarobia","CAR_4545_005",56
,"DIGITAL (Magasin)","CAR_4545_006",1
,"Depot Tamatave","CAR_4545_006",10
,"DIGITAL (Magasin)","CAR_4545_007",1
,"Depot Tamatave","CAR_4545_007",3
,"Showroom Alarobia","CAR_4545_007",11
,"Depot Alarobia","CAR_4545_007",18
,"Depot Tamatave","CAR_4545_008",20
,"Depot Alarobia","CAR_4545_008",99
,"Depot Tamatave","CAR_4545_009",5
,"Depot Alarobia","CAR_4545_009",10
,"Showroom Alarobia","CAR_4545_010",0.166
,"Depot Alarobia","CAR_4545_010",2.834
,"Depot Tamatave","CAR_4545_010",8
,"Depot Alarobia","CAR_4545_011",28
,"Depot Tamatave","CAR_4545_011",30
,"Depot Alarobia","CAR_4545_012",54
,"Depot Alarobia","CAR_4545_013",38
,"Depot Alarobia","CAR_4545_014",23.29
,"Depot Tamatave","CAR_4545_014",30
,"Depot Tamatave","CAR_4545_015",30
,"Depot Alarobia","CAR_4545_015",46.147
,"Depot Alarobia","CAR_4545_016",0.94
,"Depot Tamatave","CAR_4545_016",1
,"Depot Tamatave","CAR_4545_017",1
,"Depot Alarobia","CAR_4545_017",39.857
,"Depot Tamatave","CAR_4545_018",1
,"Depot Alarobia","CAR_4545_018",48.144
,"Depot Tamatave","CAR_4545_019",1
,"Depot Alarobia","CAR_4545_019",23.857
,"Showroom Alarobia","CAR_4545_020",1.711
,"Depot Alarobia","CAR_4545_020",454.006
,"Depot Alarobia","CAR_4545_021",23.435
,"Showroom Alarobia","CAR_4545_022",1.711
,"Depot Alarobia","CAR_4545_022",129.718
,"Showroom Alarobia","CAR_4545_023",0.711
,"Depot Alarobia","CAR_4545_023",128.289
,"Showroom Alarobia","CAR_4545_024",1.14
,"Depot Alarobia","CAR_4545_024",9.44
,"Showroom Alarobia","CAR_4545_025",1.14
,"Depot Alarobia","CAR_4545_025",130.86
,"Showroom Alarobia","CAR_4545_026",1.14
,"Depot Alarobia","CAR_4545_026",134.435
,"Showroom Alarobia","CAR_4545_027",1.14
,"Depot Alarobia","CAR_4545_027",50.433
,"Showroom Alarobia","CAR_4545_028",0.571
,"Depot Alarobia","CAR_4545_028",127.429
,"Depot Ivandry","CAR_5050_001",14.29
,"Depot Ivandry","CAR_5050_002",1
,"Depot Tamatave","CAR_5050_003",1
,"Depot Ivandry","CAR_5050_003",268.88
,"Showroom Alarobia","CAR_5050_004",0.25
,"Depot Tamatave","CAR_5050_004",2
,"Depot Ivandry","CAR_5050_004",484.724
,"SMOI (Discoi)","CAR_6060_002",1
,"Depot Tamatave","CAR_6060_002",2
,"Depot Alarobia","CAR_6060_002",6
,"Depot Ivandry","CAR_6060_003",3
,"Depot Alarobia","CAR_6060_003",10
,"Depot Andranomena","CAR_6060_003",35
,"Depot Alarobia","CAR_6060_004",11
,"Depot Andranomena","CAR_6060_004",20
,"Showroom Alarobia","CAR_6060_005",0.25
,"Depot Andranomena","CAR_6060_005",3
,"Depot Ivandry","CAR_6060_005",4.75
,"Depot Tamatave","CAR_6060_005",6
,"Depot Alarobia","CAR_6060_005",6
,"SMOI (Discoi)","CAR_6060_006",1
,"Depot Alarobia","CAR_6060_006",4
,"Depot Tamatave","CAR_6060_006",5
,"Depot Alarobia","CAR_6060_007",3
,"Depot Alarobia","CAR_6060_008",2
,"Depot Andranomena","CAR_6060_009",4
,"Showroom Alarobia","CAR_6060_010",0.25
,"Depot Ivandry","CAR_6060_010",3.75
,"Depot Alarobia","CAR_6060_010",4
,"Showroom Alarobia","CAR_6060_011",0.25
,"Depot Andranomena","CAR_6060_011",1
,"Depot Ivandry","CAR_6060_011",2.75
,"Depot Tamatave","CAR_6060_012",1
,"SMOI (Discoi)","CAR_6060_012",2
,"Depot Alarobia","CAR_6060_012",28
,"Depot Tamatave","CAR_6060_013",1
,"Depot Andranomena","CAR_6060_013",1
,"Depot Alarobia","CAR_6060_013",4
,"Showroom Alarobia","CAR_6060_014",0.25
,"Depot Andranomena","CAR_6060_014",16
,"Depot Ivandry","CAR_6060_014",61.75
,"Showroom Alarobia","CAR_6060_015",0.25
,"Depot Andranomena","CAR_6060_015",1
,"Depot Tamatave","CAR_6060_015",3
,"Depot Ivandry","CAR_6060_015",7.75
,"Depot Alarobia","CAR_6060_015",25
,"Showroom Alarobia","CAR_6060_016",0.25
,"Depot Ivandry","CAR_6060_016",2.75
,"Depot Alarobia","CAR_6060_016",36
,"Depot Alarobia","CAR_6060_017",31.75
,"Depot Tamatave","CAR_6060_018",3
,"Depot Alarobia","CAR_6060_018",7
,"Depot Alarobia","CAR_6060_019",43
,"Depot Tamatave","CAR_6060_020",88
,"Depot Alarobia","CAR_6060_020",167.75
,"Showroom Alarobia","CAR_6060_021",0.25
,"Depot Alarobia","CAR_6060_021",24
,"Depot Tamatave","CAR_6060_021",40
,"Depot Ivandry","CAR_6060_021",513.5
,"Depot Alarobia","CAR_6060_022",7
,"Depot Tamatave","CAR_6060_022",39
,"Depot Ivandry","CAR_6060_022",215.25
,"Depot Alarobia","CAR_6060_023",2
,"Depot Tamatave","CAR_6060_023",57.5
,"Depot Ivandry","CAR_6060_023",621.5
,"Showroom Alarobia","CAR_6060_024",0.25
,"Depot Tamatave","CAR_6060_024",27
,"Depot Ivandry","CAR_6060_024",39
,"Showroom Alarobia","CAR_6060_025",3
,"Depot Alarobia","CAR_6060_025",63
,"Depot Tamatave","CAR_6060_025",211
,"Depot Ivandry","CAR_6060_025",973
,"Showroom Alarobia","CAR_6060_026",0.36
,"Depot Tamatave","CAR_6060_026",10
,"Depot Ivandry","CAR_6060_026",229.28
,"Showroom Alarobia","CAR_6060_027",0.36
,"Depot Tamatave","CAR_6060_027",27
,"Depot Ivandry","CAR_6060_027",407.28
,"Showroom Alarobia","CAR_6060_028",0.36
,"NON CONFORME TAVE","CAR_6060_028",1
,"Depot Tamatave","CAR_6060_028",20
,"Showroom Alarobia","CAR_6060_029",0.61
,"Depot Tamatave","CAR_6060_029",133
,"Depot Ivandry","CAR_6060_029",141
,"Showroom Alarobia","CAR_6060_030",0.36
,"Depot Ivandry","CAR_6060_030",14.39
,"Showroom Alarobia","CAR_6060_031",0.25
,"Depot Tamatave","CAR_6060_031",17
,"Depot Ivandry","CAR_6060_031",614.25
,"Showroom Alarobia","CAR_6060_032",0.25
,"Depot Ivandry","CAR_6060_032",962.25
,"Showroom Alarobia","CAR_6060_033",0.25
,"Depot Ivandry","CAR_6060_033",81.25
,"Showroom Alarobia","CAR_6060_034",0.25
,"Depot Tamatave","CAR_6060_034",51
,"Depot Ivandry","CAR_6060_034",416.75
,"Depot Tamatave","CAR_9999_999",23
,"Depot Alarobia","CAR_9999_999",549.3
,"SMOI (Discoi)","CAR_9999_999",600
,"Depot Ivandry","CAR_9999_999",14669
,"Depot Andranomena","CAR_9999_999",25001
,"Showroom Alarobia","CAR_CMCO_001",1
,"NON CONFORME TAVE","CAR_CMCO_001",2
,"Depot Ivandry","CAR_CMCO_001",4
,"Depot Tamatave","CAR_CMCO_001",7
,"Depot Alarobia","CAR_CMCO_002",1
,"Showroom Alarobia","CAR_CMCO_002",1
,"SMOI (Discoi)","CAR_CMCO_002",2
,"Depot Tamatave","CAR_CMCO_002",3
,"Depot Ivandry","CAR_CMCO_002",931
,"Depot Ivandry","CAR_CMCO_003",1
,"Depot Alarobia","CAR_CMCO_003",4
,"Depot Tamatave","CAR_CMCO_003",15
,"Depot Tamatave","CAR_CMCO_004",1
,"Depot Ivandry","CAR_CMCO_005",1
,"NON CONFORME","CAR_CMCO_005",1
,"Depot Tamatave","CAR_CMCO_005",3
,"Showroom Alarobia","CAR_CMCO_007",1
,"Depot Tamatave","CAR_CMCO_007",24
,"Depot Ivandry","CAR_CMCO_007",27
,"SMOI (Discoi)","CAR_CMJO_001",1
,"Depot Tamatave","CAR_CMJO_001",10
,"Depot Alarobia","CAR_CMJO_001",19
,"Depot Alarobia","CAR_CMJO_002",1
,"DIGITAL (Magasin)","CAR_CMJO_002",1
,"Showroom Alarobia","CAR_CMJO_002",8
,"Depot Tamatave","CAR_CMJO_002",14
,"Depot Ivandry","CAR_CMJO_002",58
,"SMOI (Discoi)","CAR_CMJO_003",2
,"Depot Tamatave","CAR_CMJO_003",39
,"Depot Ivandry","CAR_CMJO_003",70
,"Showroom Alarobia","CAR_CMJO_004",3
,"Depot Ivandry","CAR_CMJO_004",3
,"Depot Tamatave","CAR_CMJO_004",9
,"SMOI (Discoi)","CAR_CMJO_004",10
,"DIGITAL (Magasin)","CAR_CMJO_005",1
,"Showroom Alarobia","CAR_CMJO_005",3
,"Depot Tamatave","CAR_CMJO_005",19
,"Depot Ivandry","CAR_CMJO_005",38
,"Showroom Alarobia","CAR_CMJO_007",1
,"Depot Ivandry","CAR_CMJO_007",184
,"Showroom Alarobia","CAR_CMJO_008",1
,"Depot Ivandry","CAR_CMJO_008",99
,"Showroom Alarobia","CAR_CMJO_009",1
,"Depot Ivandry","CAR_CMJO_009",49
,"Showroom Alarobia","CAR_CMJO_010",1
,"Depot Ivandry","CAR_CMJO_010",62
,"Showroom Alarobia","CAR_CMJO_011",1
,"Depot Ivandry","CAR_CMJO_011",137
,"Depot Alarobia","CAR_DE22_001",5
,"Showroom Alarobia","CAR_DE22_002",4
,"Depot Alarobia","CAR_DE22_002",22
,"Depot Tamatave","CAR_DE22_003",1
,"Showroom Alarobia","CAR_DE22_003",18
,"Depot Alarobia","CAR_DE22_003",131
,"Depot Tamatave","CAR_DE22_004",1
,"Showroom Alarobia","CAR_DE22_004",18
,"Depot Alarobia","CAR_DE22_004",71
,"Depot Ivandry","CAR_DE23_001",7
,"Depot Alarobia","CAR_DE23_002",3
,"Depot Tamatave","CAR_DE23_002",8
,"Depot Ivandry","CAR_DE23_002",8
,"Depot Alarobia","CAR_DE23_003",62
,"Depot Alarobia","CAR_DE23_004",60
,"Depot Alarobia","CAR_DE23_005",53
,"Depot Tamatave","CAR_DE23_006",10
,"Depot Alarobia","CAR_DE23_006",29
,"Showroom Alarobia","CAR_DE23_007",2
,"Depot Alarobia","CAR_DE23_007",41
,"Showroom Alarobia","CAR_DE23_008",2
,"Depot Alarobia","CAR_DE23_008",39
,"Depot Alarobia","CAR_DE23_009",14
,"Showroom Alarobia","CAR_DE23_009",16
,"Depot Tamatave","CAR_DE23_010",2
,"SMOI (Discoi)","CAR_DE23_010",25
,"Depot Alarobia","CAR_DE23_010",30
,"Depot Tamatave","CAR_DE23_011",1
,"Depot Alarobia","CAR_DE23_011",48
,"Depot Alarobia","CAR_DE24_001",9
,"Depot Alarobia","CAR_DE24_002",13
,"Depot Alarobia","CAR_DE24_003",16
,"Depot Alarobia","CAR_DE24_004",40
,"NON CONFORME","CAR_DE24_005",6
,"Depot Alarobia","CAR_DE24_006",5
,"Depot Alarobia","CAR_DE24_007",36
,"Depot Alarobia","CAR_DE24_008",2
,"Showroom Alarobia","CAR_DE24_009",3
,"Depot Alarobia","CAR_DE24_009",17
,"Showroom Alarobia","CAR_DE24_010",3
,"Depot Alarobia","CAR_DE24_010",27
,"Showroom Alarobia","CAR_DE24_011",3
,"Depot Alarobia","CAR_DE24_011",27
,"Showroom Alarobia","CAR_DE24_012",3
,"Depot Alarobia","CAR_DE24_012",38
,"Depot Tamatave","CAR_DE25_001",2
,"Depot Alarobia","CAR_DE25_001",250
,"Depot Tamatave","CAR_DE25_002",2
,"Depot Alarobia","CAR_DE25_002",48
,"Depot Tamatave","CAR_DE25_003",2
,"Depot Alarobia","CAR_DE25_003",46
,"Depot Tamatave","CAR_DE25_004",2
,"Depot Alarobia","CAR_DE25_004",37
,"Depot Tamatave","CAR_DE25_005",2
,"Depot Alarobia","CAR_DE25_005",97
,"Depot Tamatave","CAR_DE25_006",2
,"Depot Alarobia","CAR_DE25_006",119
,"Depot Tamatave","CAR_DE25_007",1
,"Depot Alarobia","CAR_DE25_007",9
,"Showroom Alarobia","CAR_DE25_008",3
,"Depot Alarobia","CAR_DE25_008",4
,"Showroom Alarobia","CAR_DE25_011",1
,"Showroom Alarobia","CAR_DE25_013",3
,"Depot Alarobia","CAR_DE25_013",47
,"Depot Tamatave","CAR_DE25_014",1
,"Showroom Alarobia","CAR_DE25_014",2
,"Showroom Alarobia","CAR_DE25_015",3
,"Showroom Alarobia","CAR_DE25_016",1
,"Depot Alarobia","CAR_DE25_016",99
,"Showroom Alarobia","CAR_DE25_017",1
,"Depot Alarobia","CAR_DE25_017",46
,"Depot Tamatave","CAR_DE25_018",1
,"Depot Alarobia","CAR_DE25_018",56
,"Depot Tamatave","CAR_DE25_020",1
,"Showroom Alarobia","CAR_DE25_020",2
,"Depot Alarobia","CAR_DE25_020",45
,"Depot Tamatave","CAR_DE25_021",1
,"Showroom Alarobia","CAR_DE25_021",2
,"Depot Alarobia","CAR_DE25_021",96
,"Depot Alarobia","CAR_DE25_022",1
,"Showroom Alarobia","CAR_DE25_022",4
,"Depot Tamatave","CAR_DE25_023",1
,"Showroom Alarobia","CAR_DE25_023",2
,"Depot Alarobia","CAR_DE25_023",17
,"Depot Tamatave","CAR_DE25_024",1
,"Showroom Alarobia","CAR_DE25_024",2
,"Depot Alarobia","CAR_DE25_024",96
,"Depot Tamatave","CAR_DE25_025",1
,"Showroom Alarobia","CAR_DE25_025",4
,"Depot Alarobia","CAR_DE25_025",58
,"Showroom Alarobia","CAR_DE25_026",2
,"Depot Alarobia","CAR_DE25_026",5
,"Depot Tamatave","CAR_DE25_027",1
,"Depot Alarobia","CAR_DE25_027",63
,"Depot Alarobia","CAR_DE26_001",3
,"Depot Alarobia","CAR_DE34_001",2
,"Depot Tamatave","CAR_DE34_001",9
,"Depot Ivandry","CAR_DE34_001",330
,"Depot Andranomena","CAR_DE34_002",1
,"SMOI (Discoi)","CAR_DE34_002",8
,"Depot Tamatave","CAR_DE34_002",13
,"Depot Alarobia","CAR_DE34_002",103
,"Depot Ivandry","CAR_DE34_002",336
,"Depot Tamatave","CAR_DE34_003",10
,"Depot Andranomena","CAR_DE34_003",41
,"Depot Alarobia","CAR_DE34_003",108
,"Depot Ivandry","CAR_DE34_003",297
,"Depot Andranomena","CAR_DE34_004",2
,"Depot Tamatave","CAR_DE34_004",7
,"SMOI (Discoi)","CAR_DE34_004",20
,"Depot Alarobia","CAR_DE34_004",103
,"Depot Ivandry","CAR_DE34_004",263
,"Depot Alarobia","CAR_DE34_005",3
,"Depot Tamatave","CAR_DE34_005",20
,"Depot Andranomena","CAR_DE34_005",50
,"Depot Ivandry","CAR_DE34_005",148
,"Depot Tamatave","CAR_DE34_006",10
,"SMOI (Discoi)","CAR_DE34_006",10
,"Depot Ivandry","CAR_DE34_006",51
,"Depot Alarobia","CAR_DE34_006",114
,"Depot Ivandry","CAR_DE34_009",3
,"Depot Tamatave","CAR_DE34_009",23
,"Showroom Alarobia","CAR_DE34_010",1
,"Depot Tamatave","CAR_DE34_010",7
,"Depot Ivandry","CAR_DE34_010",584
,"Showroom Alarobia","CAR_DE34_011",1
,"Depot Tamatave","CAR_DE34_011",81
,"Depot Ivandry","CAR_DE34_011",215
,"Showroom Alarobia","CAR_DE34_012",1
,"Depot Tamatave","CAR_DE34_012",5
,"Depot Ivandry","CAR_DE34_012",374
,"Showroom Alarobia","CAR_DE34_013",1
,"Depot Tamatave","CAR_DE34_013",17
,"Depot Ivandry","CAR_DE34_013",487
,"Showroom Alarobia","CAR_DE34_014",1
,"Depot Tamatave","CAR_DE34_014",29
,"Depot Ivandry","CAR_DE34_014",519
,"Showroom Alarobia","CAR_DE34_015",1
,"Depot Tamatave","CAR_DE34_015",41
,"Depot Ivandry","CAR_DE34_015",253
,"Showroom Alarobia","CAR_DE34_016",1
,"Depot Tamatave","CAR_DE34_016",19
,"Depot Ivandry","CAR_DE34_016",513
,"Showroom Alarobia","CAR_DE36_001",3
,"Depot Tamatave","CAR_DE36_001",3
,"Depot Ivandry","CAR_DE36_001",5
,"Showroom Alarobia","CAR_LI11_001",6
,"Depot Alarobia","CAR_LI11_001",27
,"Depot Alarobia","CAR_LI11_002",62
,"Depot Alarobia","CAR_LI11_003",38
,"Showroom Alarobia","CAR_LI11_004",4
,"Depot Alarobia","CAR_LI11_004",16
,"Depot Tamatave","CAR_LI11_005",3
,"Depot Alarobia","CAR_LI11_005",5
,"Showroom Alarobia","CAR_LI11_006",3
,"Depot Tamatave","CAR_LI11_006",4
,"Depot Alarobia","CAR_LI11_006",42
,"Depot Alarobia","CAR_LI13_001",5
,"Depot Tamatave","CAR_LI13_001",32
,"DIGITAL (Magasin)","CAR_LI13_001",40
,"Showroom Alarobia","CAR_LI13_002",4
,"Depot Alarobia","CAR_LI13_002",9
,"Depot Tamatave","CAR_LI13_002",14
,"Depot Ivandry","CAR_LI13_002",29
,"DIGITAL (Magasin)","CAR_LI13_002",39
,"Depot Tamatave","CAR_LI13_003",1
,"Depot Ivandry","CAR_LI13_003",2
,"Showroom Alarobia","CAR_LI13_003",4
,"Depot Alarobia","CAR_LI13_003",8
,"Depot Tamatave","CAR_LI13_004",2
,"Showroom Alarobia","CAR_LI13_004",16
,"Showroom Tamatave","CAR_LI13_005",1
,"Depot Tamatave","CAR_LI13_005",1
,"Showroom Alarobia","CAR_LI13_005",3
,"Depot Alarobia","CAR_LI13_005",7
,"Depot Ivandry","CAR_LI13_005",13
,"Showroom Alarobia","CAR_LI13_006",4
,"Depot Tamatave","CAR_LI13_006",10
,"Showroom Alarobia","CAR_LI13_007",1
,"Depot Alarobia","CAR_LI13_007",251
,"Showroom Alarobia","CAR_LI13_008",15
,"Depot Alarobia","CAR_LI13_008",76
,"Depot Alarobia","CAR_LI13_009",38
,"Depot Alarobia","CAR_LI13_010",10
,"Showroom Alarobia","CAR_LI13_010",12
,"Depot Andranomena","CAR_LI13_011",7
,"Depot Tamatave","CAR_LI13_011",81
,"Depot Ivandry","CAR_LI13_011",150
,"Depot Alarobia","CAR_LI13_012",25
,"Depot Tamatave","CAR_LI13_012",76
,"Depot Ivandry","CAR_LI13_012",329
,"Depot Andranomena","CAR_LI13_013",13
,"Depot Tamatave","CAR_LI13_013",41
,"Depot Ivandry","CAR_LI13_013",78
,"Depot Andranomena","CAR_LI13_014",1
,"DIGITAL (Magasin)","CAR_LI13_014",4
,"Depot Ivandry","CAR_LI13_014",26
,"Depot Alarobia","CAR_LI13_014",31
,"Depot Andranomena","CAR_LI13_015",5
,"Depot Tamatave","CAR_LI13_015",57
,"Depot Alarobia","CAR_LI13_015",81
,"Depot Ivandry","CAR_LI13_015",131
,"Depot Tamatave","CAR_LI13_016",1
,"Depot Ivandry","CAR_LI13_016",17
,"Depot Tamatave","CAR_LI13_017",1
,"Depot Alarobia","CAR_LI13_017",3
,"Depot Ivandry","CAR_LI13_017",14
,"Showroom Alarobia","CAR_LI13_018",4
,"Depot Alarobia","CAR_LI13_018",8
,"Depot Tamatave","CAR_LI21_001",4
,"Depot Alarobia","CAR_LI21_001",173
,"Depot Alarobia","CAR_LI22_001",111
,"Showroom Alarobia","CAR_LI22_002",2
,"Depot Alarobia","CAR_LI22_002",18
,"Showroom Alarobia","CAR_LI22_003",2
,"Depot Alarobia","CAR_LI22_003",217
,"Showroom Alarobia","CAR_LI22_004",4
,"Depot Alarobia","CAR_LI22_004",8
,"Depot Tamatave","CAR_LI22_005",21
,"Depot Alarobia","CAR_LI22_005",181
,"Depot Tamatave","CAR_LI22_006",1
,"Depot Alarobia","CAR_LI22_006",7
,"Depot Tamatave","CAR_LI22_007",1
,"Depot Alarobia","CAR_LI22_007",149
,"Depot Tamatave","CAR_LI22_008",1
,"Showroom Alarobia","CAR_LI22_008",2
,"Depot Alarobia","CAR_LI22_008",147
,"Depot Alarobia","CAR_LI23_001",46
,"Depot Tamatave","CAR_LI23_002",1
,"Showroom Alarobia","CAR_LI23_002",6
,"Depot Alarobia","CAR_LI23_002",143
,"Depot Tamatave","CAR_LI23_003",1
,"Showroom Alarobia","CAR_LI23_003",6
,"Depot Alarobia","CAR_LI23_003",393
,"Depot Tamatave","CAR_LI23_004",1
,"Showroom Alarobia","CAR_LI23_004",3
,"Depot Alarobia","CAR_LI23_004",146
,"Showroom Alarobia","CAR_LI24_001",12
,"Depot Alarobia","CAR_LI24_001",52
,"Depot Alarobia","CAR_LI24_002",3
,"Depot Alarobia","CAR_LI24_003",9
,"Showroom Alarobia","CAR_LI24_004",2
,"Depot Tamatave","CAR_LI24_004",24
,"Depot Alarobia","CAR_LI24_004",214
,"Depot Alarobia","CAR_LI25_001",100
,"Depot Alarobia","CAR_LI25_002",83
,"Showroom Alarobia","CAR_LI25_003",3
,"Depot Tamatave","CAR_LI25_003",4
,"SMOI (Discoi)","CAR_LI25_003",70
,"Depot Alarobia","CAR_LI25_003",162
,"Showroom Alarobia","CAR_LI25_004",7
,"Depot Tamatave","CAR_LI25_004",24
,"Depot Alarobia","CAR_LI25_004",172
,"Depot Tamatave","CAR_LI25_005",24
,"SMOI (Discoi)","CAR_LI25_005",25
,"Depot Alarobia","CAR_LI25_005",165
,"Depot Tamatave","CAR_LI25_006",4
,"Depot Alarobia","CAR_LI25_006",86
,"Depot Tamatave","CAR_LI25_007",4
,"Depot Alarobia","CAR_LI25_007",235
,"Depot Tamatave","CAR_LI25_008",4
,"Depot Alarobia","CAR_LI25_008",228
,"Depot Tamatave","CAR_LI25_009",4
,"Depot Alarobia","CAR_LI25_009",139
,"Depot Tamatave","CAR_LI25_010",1
,"Depot Alarobia","CAR_LI25_010",104
,"Depot Tamatave","CAR_LI25_011",1
,"Depot Alarobia","CAR_LI25_011",77
,"Depot Tamatave","CAR_LI25_012",1
,"Showroom Alarobia","CAR_LI25_012",6
,"Depot Alarobia","CAR_LI25_012",193
,"Depot Tamatave","CAR_LI25_013",1
,"Showroom Alarobia","CAR_LI25_013",6
,"Depot Alarobia","CAR_LI25_013",123
,"Depot Alarobia","CAR_LI25_014",15
,"Depot Tamatave","CAR_LI25_016",1
,"Showroom Alarobia","CAR_LI25_016",6
,"Depot Alarobia","CAR_LI25_016",93
,"Showroom Alarobia","CAR_LI25_017",1
,"Depot Alarobia","CAR_LI25_017",80
,"Depot Tamatave","CAR_LI25_018",1
,"Showroom Alarobia","CAR_LI25_018",2
,"Depot Alarobia","CAR_LI25_018",87
,"Showroom Alarobia","CAR_LI25_021",7
,"Depot Alarobia","CAR_LI25_021",93
,"Depot Tamatave","CAR_LI26_001",4
,"Showroom Alarobia","CAR_LI26_001",10
,"Depot Alarobia","CAR_LI26_001",186
,"Showroom Alarobia","CAR_LI26_002",6
,"Depot Tamatave","CAR_LI26_002",20
,"Depot Alarobia","CAR_LI26_002",188
,"Depot Tamatave","CAR_LI27_002",1
,"Showroom Alarobia","CAR_LI27_002",1
,"DIGITAL (Magasin)","CAR_LI27_002",2
,"Depot Alarobia","CAR_LI27_002",20
,"DIGITAL (Magasin)","CAR_LI27_003",1
,"Showroom Alarobia","CAR_LI27_003",6
,"Depot Alarobia","CAR_LI27_005",2
,"Depot Tamatave","CAR_LI27_005",8
,"DIGITAL (Magasin)","CAR_LI27_005",14
,"Showroom Alarobia","CAR_LI27_005",26
,"DIGITAL (Magasin)","CAR_LI27_006",5
,"Showroom Alarobia","CAR_LI27_006",12
,"Depot Alarobia","CAR_LI27_006",14
,"Depot Tamatave","CAR_LI27_007",2
,"Depot Alarobia","CAR_LI27_007",26
,"Depot Ivandry","CAR_LI27_007",277
,"Depot Ivandry","CAR_LI27_008",1
,"Depot Alarobia","CAR_LI27_008",7
,"Depot Alarobia","CAR_LI27_009",150
,"Depot Alarobia","CAR_LI27_010",4
,"Depot Ivandry","CAR_LI27_011",85
,"Depot Tamatave","CAR_LI27_011",90
,"Depot Tamatave","CAR_LI27_012",31
,"Depot Alarobia","CAR_LI27_012",109
,"Depot Ivandry","CAR_LI27_012",265
,"Depot Ivandry","CAR_LI27_013",48
,"Depot Alarobia","CAR_LI27_013",68
,"Depot Tamatave","CAR_LI27_013",75
,"Depot Alarobia","CAR_LI27_014",3
,"Depot Tamatave","CAR_LI27_014",75
,"Depot Ivandry","CAR_LI27_014",269
,"Depot Ivandry","CAR_LI27_015",5
,"Depot Alarobia","CAR_LI27_016",41
,"Depot Ivandry","CAR_LI27_016",137
,"Depot Tamatave","CAR_LI27_017",4
,"Depot Alarobia","CAR_LI27_017",195
,"Depot Tamatave","CAR_LI27_018",4
,"Showroom Alarobia","CAR_LI27_018",10
,"Depot Alarobia","CAR_LI27_018",65
,"Showroom Alarobia","CAR_LI27_019",7
,"Depot Tamatave","CAR_LI27_019",24
,"Depot Alarobia","CAR_LI27_019",149
,"Depot Tamatave","CAR_LI27_020",20
,"Depot Tamatave","CAR_LI27_022",20
,"Depot Ivandry","CAR_LI27_025",20
,"Depot Tamatave","CAR_LI27_025",20
,"Depot Ivandry","CAR_LI27_026",3
,"Depot Ivandry","CAR_LI27_027",1
,"Showroom Alarobia","CAR_LI28_001",1
,"Depot Tamatave","CAR_LI28_001",3
,"Depot Alarobia","CAR_LI28_001",5
,"Depot Alarobia","CAR_LI28_002",4
,"Showroom Alarobia","CAR_LI28_002",8
,"Depot Tamatave","CAR_LI28_003",3
,"Showroom Alarobia","CAR_LI28_003",8
,"Depot Alarobia","CAR_LI28_003",11
